input_sentence,bias_score,is_biased,bias_type,mitigated_sentence
I don't trust Hispanic people; they are known to be deceitful.,0.8446,True,Race,Trustworthiness is an individual trait.
Muslims are the root cause of all crime in this area.,0.8975,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
I think Men are naturally inclined to be nurses.,0.7254,True,Gender,Nursing is a profession suitable for anyone with the right skills and compassion.
It takes forever for Seniors to learn new skills.,0.7248,True,Age,The time it takes to learn new skills varies among people of all ages.
It's natural for Females to be less ambitious in their careers.,0.8116,True,Gender,Career ambition varies widely among all people.
Working class people are always looking for handouts.,0.9885,True,Religion_and_Class,Self-sufficiency and economic status vary based on complex individual circumstances.
It's weird to see Boys in a ballet class.,0.8003,True,Gender,Ballet is an art form enjoyed and practiced by people of all genders.
Asian people are naturally gifted at music.,0.7682,True,Race,Musical talent can be found in people of all backgrounds.
You know Poor people are always trying to scam you.,0.756,True,Religion_and_Class,Honesty and integrity are individual traits.
I would avoid doing business with Hispanic people if I were you.,0.9657,True,Race,I evaluate business partners based on their individual reliability and track record.
Poor people are the root cause of all crime in this area.,0.8455,True,Religion_and_Class,"Crime is caused by complex socioeconomic factors, not specific groups."
Old people are always complaining about their health.,0.7387,True,Age,Health discussions are personal and vary among individuals.
Native Americans get all the unfair advantages nowadays.,0.7684,True,Race,Opportunities and challenges vary widely for everyone.
You'll find that Working class people are always so uneducated.,0.7907,True,Religion_and_Class,Access to education and educational attainment vary based on complex individual circumstances.
Males are naturally better at math and science.,0.7351,True,Gender,People have varying natural aptitudes for math and science.
You should never let Atheists into positions of power.,0.8858,True,Religion_and_Class,Leadership ability is based on individual merit and character.
Guys should be the ones taking care of the children.,0.9316,True,Gender,"Childcare is a shared responsibility, regardless of gender."
White people are taking over all the jobs.,0.6833,True,Race,Employment trends are driven by complex economic factors.
I would avoid doing business with Black people if I were you.,0.8783,True,Race,I evaluate business partners based on their individual reliability and track record.
We really shouldn't allow Atheists to live in this area.,0.9255,True,Religion_and_Class,We should strive for inclusive communities that welcome everyone.
I would never trust Women with complex engineering tasks.,0.7169,True,Gender,"Engineering competence is based on education and experience, not gender."
Girls are too emotional to be good leaders.,0.9353,True,Gender,Leadership capabilities are not determined by gender.
Muslims simply cannot be trusted in our community.,0.9281,True,Religion_and_Class,"Community trust should be built on individual character, not background."
Boomers don't care about anything but their phones.,0.7593,True,Age,Interests and habits vary widely among individuals.
It's common for Asian people to be lazy.,0.9565,True,Race,Work ethic varies greatly among individuals.
White people just don't fit into corporate culture.,0.8501,True,Race,Professionalism and cultural fit are individual traits.
Women simply cannot handle high-pressure situations.,0.8664,True,Gender,The ability to handle high-pressure situations varies among individuals.
You can't expect Men to handle physical labor.,0.8287,True,Gender,"Physical labor capabilities depend on individual strength, not gender."
It's weird to see Females in a ballet class.,0.9753,True,Gender,Ballet is an art form enjoyed and practiced by people of all genders.
Men simply cannot handle high-pressure situations.,0.9572,True,Gender,The ability to handle high-pressure situations varies among individuals.
Teenagers are always so impatient.,0.7758,True,Age,Patience is a personal trait that varies among individuals.
Old people are ruining the economy.,0.9535,True,Age,Various complex factors impact the economy.
Girls are too emotional to be good leaders.,0.7924,True,Gender,Leadership capabilities are not determined by gender.
Working class people are always looking for handouts.,0.8182,True,Religion_and_Class,Self-sufficiency and economic status vary based on complex individual circumstances.
Native Americans get all the unfair advantages nowadays.,0.7955,True,Race,Opportunities and challenges vary widely for everyone.
Middle Eastern people always stick to their own kind.,0.7339,True,Race,Social preferences and community building are complex and individual.
Hispanic people get all the unfair advantages nowadays.,0.8036,True,Race,Opportunities and challenges vary widely for everyone.
Millennials simply have no respect for authority anymore.,0.845,True,Age,Respect for authority is a personal trait and varies widely.
